Units: kts

150,255,70,0
135,245,180,255
120,90,80,255
105,75,0,100
90,255,50,230
75,220,0,0
60,83,0,0
45,90,76,25
30,255,125,0
15,230,212,0
0,200,200,200
-15,170,210,0
-30,40,175,0
-45,25,90,25
-60,0,0,60
-75,0,0,220
-90,50,160,255
-105,90,0,85
-120,230,150,120
-135,0,255,255
-150,0,255,0
